"x.start","x.end","y.start","y.end","avg_log_p_value","RSS","r_squared","nb_points","leftmost","segment.squared_length","slope","loss","is_best","relative_segment_squared_length","linearity","relative_linearity","n","n_breakpoints"
-1.04121721904498,-0.8,-0.533677188522704,-0.537088,-0.739895262682061,2.39063332651845e-09,0.999522710007273,5,3,0.058197380398727,-0.01414,0.0556299396,1,0.929727437268831,3.32121767133009,0.935234066798032,3162,2
-1.05,-0.869895770937,-0.50962,-0.534402341919069,-0.146971926064717,2.51147279383235e-06,0.989500851658084,4,1,0.0330516977973712,-0.1376,0.01263376,0,1,1.97884592811172,0,3162,1
-0.869895770937,-0.8,-0.534325790175987,-0.540824,-0.140857050167574,0,1,2,2,0.00492764552579446,-0.09297,0.0246584209,0,0.149089028830053,Inf,NA,3162,1
-1.05,-0.999879534658976,-0.51034,-0.515412191092512,-0.240321953274495,0,1,2,1,0.00253778816847975,-0.1012,0.02214144,0,0.172187461374856,Inf,NA,3162,2
-0.999879534658976,-0.879859397490509,-0.515518334824904,-0.533785399701944,-0.0536218988549401,0,1,2,2,0.0147385189851596,-0.1522,0.00956484,1,1,Inf,NA,3162,2
-0.879859397490509,-0.8,-0.533738874254642,-0.540824,-0.140857050167574,0,1,2,3,0.00642772237437463,-0.08872,0.0260112384,0,0.436117250372766,Inf,NA,3162,2
-2.45,-1.682070800276,-0.036972,-0.111799021221107,-2.01940090716313,0.000244904344571476,0.970546993560729,16,1,0.595314338893567,-0.09744,0.0232745536,0,0.612305809302021,1.53087036765636,0.894261839502387,3162,1
-1.682070800276,-0.8,-0.11193742818211,-0.55262,-0.406367402259824,0.00598670405641555,0.980585848093483,18,2,0.972250025803572,-0.4996,0.06230016,0,1,1.71188157655057,1,3162,1
-2.45,-1.62548450361166,-0.0364945,-0.118443095186037,-1.9543438202293,0.000301782082317542,0.971693410352611,17,1,0.686541376037473,-0.09939,0.0226833721,0,1,1.54811245089408,0.601962502164654,3162,2
-1.62548450361166,-1.07967984687388,-0.118649462602867,-0.443130331033481,-0.445875909059183,0.000263582884915687,0.997319446741916,11,2,0.403190557294137,-0.5945,0.11868025,0,0.587277870448597,2.57177555965209,1,3162,2
-1.07967984687388,-0.8,-0.442923079736229,-0.5155,-0.249424635289641,3.97182213251484e-05,0.986438299323795,6,3,0.0834882261023684,-0.2595,9.02500000000002e-05,1,0.121606983958111,1.86768584527882,0.726224276558361,3162,2
-2.5,-1.66750423626577,0.411,-0.257327599125836,-0.607848395411763,0.00593424443158037,0.991080477587904,17,1,1.13971097638874,-0.8028,0.00278784,1,1,2.04965839891356,1,31622,1
-1.66750423626577,-0.8,-0.256903161460654,-0.6334,-0.492544632193039,0.00293163393978045,0.987373788237727,18,2,0.894313469369188,-0.434,0.099856,0,0.784684440087513,1.89872693111705,0.926362623217353,31622,1
-2.5,-2.11861301054688,0.44125,0.0708088171441874,-0.616666804769442,0.00067999765984929,0.99316085344046,8,1,0.282682705679726,-0.9713,0.04897369,0,0.368817592375356,2.16499808945053,0.782065692773099,31622,2
-2.11861301054688,-1.38310123612391,0.0707765596090675,-0.404069841958406,-0.649186831825032,0.000498484276674955,0.998295123995114,15,2,0.766456675396415,-0.6456,0.01089936,0,1,2.76830720162873,1,31622,2
-1.38310123612391,-0.8,-0.404157055230015,-0.61868,-0.377340765495305,0.000137374294139184,0.997182268691577,12,3,0.386027145402013,-0.3679,0.14600041,0,0.503651618928569,2.55010042245185,0.921176819159199,31622,2
-1.35,-1.1260443104876,-0.384685,-0.498208139013834,-0.61779854073337,5.98777022128119e-05,0.990763520905194,5,1,0.0630436539565275,-0.5069,0.06599761,0,0.576748125866112,2.03449354837998,1,3162,1
-1.1260443104876,-0.8,-0.498311951407034,-0.55312,-0.380146201942299,5.99766769159792e-05,0.970573034908209,7,2,0.109308814591905,-0.1681,0.00670761,0,1,1.53125452593481,0.752646538080257,3162,1
-1.35,-1.22156268441031,-0.380935,-0.456957047097538,-0.629437263721741,3.17975148765644e-06,0.998177905333103,3,1,0.0222754956807857,-0.5919,0.11689561,0,0.427081904063791,2.73942906301462,1,3162,2
-1.22156268441031,-1.0263924327586,-0.457146627861706,-0.520264687245869,-0.561684746623725,9.09369829357913e-06,0.993127772694045,4,2,0.0420753165502145,-0.3234,0.00538756,1,0.806698381210548,2.16290248420458,0.789544987094647,3162,2
-1.0263924327586,-0.8,-0.520295084929658,-0.55036,-0.322993067920564,6.48117191506955e-06,0.98574356276458,5,3,0.052157432728544,-0.1328,0.01373584,0,1,1.8459889935809,0.673859023584087,3162,2
-1.6,-1.03831574955934,-0.41494,-0.477343120223957,-0.273420882478206,5.82762203610634e-05,0.986961629751106,12,1,0.319383346606771,-0.1111,0.01929321,0,1,1.88477669051713,0.500535536761711,31622,1
-1.03831574955934,-0.8,-0.477457145116349,-0.52686,-0.834622726070976,1.84390174616561e-07,0.999828414822629,5,2,0.0592350385586855,-0.2073,0.00182329,1,0.185466897970784,3.76552023201184,1,31622,1
-1.6,-1.43333471005027,-0.41082,-0.437286448044017,-0.224808016999198,6.15935651027604e-07,0.998049966925967,4,1,0.0284777917460929,-0.1588,0.00831744,0,0.226171460180046,2.70995802261281,0.877699157476192,31622,2
-1.43333471005027,-1.07998072592601,-0.437348206881882,-0.469803770323696,-0.319238062983218,1.17435277461124e-06,0.998015419297849,7,2,0.125912401694815,-0.09185,0.0250114225,0,1,2.70233123599283,0.875228999586381,31622,2
-1.07998072592601,-0.8,-0.46979590492739,-0.52652,-0.72004428520234,1.46931894992404e-06,0.999182609653307,6,3,0.0816068298518624,-0.2026,0.00224676,0,0.648123844461801,3.08757049557305,1,31622,2
-1.35,-1.07865775172397,-0.448195,-0.513941226757281,-0.888962155048243,1.19022612696626e-05,0.995387806962075,6,1,0.0779491820323081,-0.2423,0.25775929,0,0.871676715059928,2.33609252411125,0.699672336411191,10000,1
-1.07865775172397,-0.8,-0.513870671478684,-0.62238,-0.335520622407097,3.04168262480231e-06,0.999541687095008,6,2,0.0894244169720067,-0.3894,0.13003236,1,1,3.33883791389224,1,10000,1
-1.35,-1.29217862541536,-0.450505,-0.460201644517845,-0.235682577448725,0,1,2,1,0.00343733627376312,-0.1677,0.33907329,0,0.0407641841308908,Inf,NA,10000,2
-1.29217862541536,-1.07066499508642,-0.460164003955546,-0.517203763765246,-1.215601943848,7.86263596238884e-07,0.999063967404113,4,2,0.052321822620652,-0.2575,0.24255625,0,0.620496873597142,3.02870902736506,0,10000,2
-1.07066499508642,-0.8,-0.517139582909417,-0.62232,-0.335520622407097,3.04168262480231e-06,0.999541687095008,6,3,0.0843224597044819,-0.3886,0.13060996,0,1,3.33883791389224,0,10000,2
-2,-1.67032845991912,-0.2156,-0.429787599590545,-0.755200964361372,0.000501004805238099,0.983572666221272,7,1,0.154559652157656,-0.6497,0.15976009,0,0.200452826431924,1.78443291855817,1,31622,1
-1.67032845991912,-0.8,-0.430043019216829,-0.54658,-0.455003200437886,0.000617077694992551,0.972662088450059,18,2,0.771052496035251,-0.1339,0.01347921,0,1,1.56323466595621,0.876040029131113,31622,1
-2,-1.78392194345728,-0.2078,-0.369988189240967,-0.81266934081565,9.51142040546281e-05,0.99331183631001,5,1,0.0729947352485432,-0.7506,0.25060036,0,0.136867831083003,2.1746931062644,1,31622,2
-1.78392194345728,-1.52513036516648,-0.370259522577838,-0.456204205728211,-0.436752709979399,3.36525841106279e-05,0.987568163643464,5,2,0.0743595695560583,-0.3321,0.00674041,1,0.139426945940002,1.90546471523565,0.876199363370761,31622,2
-1.52513036516648,-0.8,-0.456246921362605,-0.5429,-0.481956940295754,0.000140196233191662,0.986011453493793,15,3,0.533322802523816,-0.1195,0.01703025,0,1,1.85422740896261,0.852638656747173,31622,2
-1.3,-1.10065031656691,-0.45223,-0.489289106150212,-0.280376318889496,8.82197419606934e-07,0.997846381231027,4,1,0.0411136736335264,-0.1859,0.00410881,0,0.441966275911135,2.66683117252584,0.881335864783128,10000,1
-1.10065031656691,-0.8,-0.489318990962029,-0.54064,-0.558121834716477,1.8987931167553e-06,0.999057886065315,7,2,0.0930244588204577,-0.1707,0.00628849,0,1,3.02589657256496,1,10000,1
-1.3,-1.08602497149272,-0.45218,-0.492278920342265,-0.294683891809385,1.72876351680502e-06,0.998019052521675,5,1,0.0473932362373077,-0.1874,0.00391876,1,1,2.70312703893703,0,10000,2
-1.08602497149272,-0.964307344850621,-0.492246749623881,-0.511989348665229,-0.404371235845987,0,1,2,2,0.015204950852292,-0.1622,0.00770884,0,0.320825334150167,Inf,NA,10000,2
-0.964307344850621,-0.8,-0.51199618436835,-0.54098,-0.686549046958605,7.47559876956393e-07,0.998078657186573,4,3,0.0278369651404305,-0.1764,0.00541696,0,0.587361559380438,2.71639513972087,0,10000,2
-1.4,-1.12830277081292,-0.41602,-0.557492747237711,-0.464306608634739,7.14730003275861e-05,0.994010798373413,6,1,0.0938339225589203,-0.5207,0.05257849,0,0.8434679672515,2.22263106613764,1,3162,1
-1.12830277081292,-0.8,-0.557995313193243,-0.61686,-0.289327766904532,5.25946087073106e-05,0.977168388728502,7,2,0.1112477606763,-0.1793,0.32569849,0,1,1.64146343841656,0.738522674061694,3162,1
-1.4,-1.22188078698403,-0.41292,-0.515730409752819,-0.556322592978377,3.2615199440126e-06,0.999216512418203,4,1,0.0422964343989717,-0.5772,0.02985984,1,0.776781627274229,3.10596788266694,1,3162,2
-1.22188078698403,-1.03086603875628,-0.516037422471589,-0.58048579852363,-0.204841222901544,9.29928425498712e-06,0.99350310064436,4,2,0.0406402272162536,-0.3374,0.17023876,0,0.74636508439594,2.18729386089796,0.704222948699599,3162,2
-1.03086603875628,-0.8,-0.580562692302826,-0.6145,-0.353295751324095,4.33034844005972e-06,0.992064851765465,5,3,0.0544508687047508,-0.147,0.363609,0,1,2.10044495588589,0.676261003086207,3162,2
-1.1,-0.850670858836297,-0.5458523,-0.546951093525108,-0.435037991327377,1.68874281956543e-09,0.996533352234813,5,1,0.0621662279806403,-0.004407,0.060315921649,0,1,2.46009028335284,0,3162,1
-0.850670858836297,-0.8,-0.546976517670779,-0.551356,-0.0493708568087393,0,1,2,2,0.00258671580067993,-0.08643,0.0267551449,1,0.0416096630711691,Inf,NA,3162,1
-1.1,-1.0381305003979,-0.5458654,-0.546081077075613,-0.202679882364689,0,1,2,1,0.00382788149761543,-0.003486,0.060769152196,0,0.108465271467582,Inf,NA,3162,2
-1.0381305003979,-0.850272804547159,-0.54606991825361,-0.546962054451206,-0.589943397302503,2.73045201408424e-11,0.999757924202033,3,2,0.0352913097973436,-0.004749,0.060148053001,0,1,3.61604862788517,0,3162,2
-0.850272804547159,-0.8,-0.547010921502989,-0.551356,-0.0493708568087393,0,1,2,3,0.00254623458418207,-0.08643,0.0267551449,0,0.0721490530899401,Inf,NA,3162,2
-1.3,-1.17529627031534,-0.44818,-0.462695514135294,-0.236468370514937,2.49546128974541e-08,0.999632929772914,3,1,0.0157617203478765,-0.1164,0.01784896,0,0.107338171235919,3.43525083951332,1,31622,1
-1.17529627031534,-0.8,-0.462636379433945,-0.54006,-0.28158148416227,4.95984530030448e-06,0.998891231050866,8,2,0.146841707534161,-0.2063,0.00190969,0,1,2.95515894489724,0.860245461817834,31622,1
-1.3,-1.19992501445984,-0.44812,-0.459788743313983,-0.236468370514937,2.49546128974541e-08,0.999632929772914,3,1,0.010151162301391,-0.1166,0.01779556,0,0.193652021592649,3.43525083951332,0.985198665563713,31622,2
-1.19992501445984,-1.02380601546008,-0.459873962307578,-0.492667319921333,-0.238124767009058,9.81383400348793e-08,0.99943433562295,3,2,0.0320933061122606,-0.1862,0.00407044,0,0.61223862092909,3.2474411702742,0.931336562282615,31622,2
-1.02380601546008,-0.8,-0.492665042465261,-0.54094,-0.307655514454197,3.79323760976986e-07,0.999674059022128,5,3,0.0524196040810985,-0.2157,0.00117649,1,1,3.48686103583762,1,31622,2
-2.5,-1.86404354987754,-0.29845,-0.302685469957816,-1.8077856798717,1.02235030539348e-06,0.951781192256495,13,1,0.404458545658122,-0.00666,0.0592143556,0,0.340629409757464,1.31678353217545,0.709925734523211,31622,1
-1.86404354987754,-0.8,-0.302719184187039,-0.53766,-0.534755628645569,0.00152935445823703,0.986030486100606,22,2,1.18738586297086,-0.2208,0.00085264,1,1,1.85481870587464,1,31622,1
-2.5,-1.78086514969933,-0.29835,-0.303427092043123,-1.62380386701882,1.26225509705847e-06,0.965357323116195,15,1,0.517180709780584,-0.00706,0.0590198436,0,1,1.46038855686982,0.445515897686159,31622,2
-1.78086514969933,-1.45780725268024,-0.303510806036335,-0.407018556241252,-0.49000899595256,1.00192864237991e-05,0.997773766471118,6,2,0.115080259178881,-0.3204,0.00495616,0,0.222514600801149,2.65242928070882,0.809167811186413,31622,2
-1.45780725268024,-0.8,-0.406975492034249,-0.52742,-0.56919469196692,1.00585068882044e-05,0.999472735924166,14,3,0.447217261177833,-0.1831,0.00447561,0,0.864721465283512,3.27797181751433,1,31622,2
-2,-1.18720324516749,-0.21306,-0.277287199566865,-0.943030272303685,0.000346497636128336,0.948360630206367,17,1,0.664763697830465,-0.07902,0.0292341604,0,1,1.28701906649891,0.45145566213596,3162,1
-1.18720324516749,-0.8,-0.277255962813003,-0.4726,-0.357923102741486,3.77024727155518e-05,0.998590128674564,8,2,0.188085645932748,-0.5045,0.06477025,0,0.282936096761282,2.8508205222406,1,3162,1
-2,-1.76461947141404,-0.2049,-0.238653567799226,-2.07892050482912,1.32438947845606e-06,0.997426085156129,5,1,0.056543296576581,-0.1434,0.01136356,1,0.18653111830099,2.58940582551583,1,3162,2
-1.76461947141404,-1.21483300887807,-0.238675212084635,-0.268094285694934,-0.502980384432834,8.58756815492777e-06,0.989221621105229,11,2,0.303130636279904,-0.05351,0.0386083201,0,1,1.96744655362032,0.759806181878962,3162,2
-1.21483300887807,-0.8,-0.268111108561286,-0.47084,-0.329723633131973,0.000121843246455374,0.996611778231926,9,3,0.213185428678806,-0.4887,0.05697769,0,0.703279059137906,2.47002817168882,0.95389766538305,3162,2
-1.15,-1.0131651810947,-0.47425,-0.503943155702449,-0.315485983496454,6.15805099777983e-07,0.997392318438109,3,1,0.0196054511604151,-0.217,0.001089,1,0.421045686582414,2.58374544375192,0.809615451895507,10000,1
-1.0131651810947,-0.8,-0.503929117013803,-0.53746,-0.27189366682032,3.98651127807376e-07,0.999356311534955,5,2,0.0465637145449717,-0.1573,0.00859329,0,1,3.19132427339763,1,10000,1
-1.15,-1.01478390222991,-0.47425,-0.50359189321611,-0.315485983496454,6.15805099777983e-07,0.997392318438109,3,1,0.0191443397936767,-0.217,0.001089,0,0.89695851821924,2.58374544375192,0,10000,2
