"dataset_id","x.start","x.end","y.start","y.end","avg_log_p_value","RSS","r_squared","nb_points","leftmost","segment.squared_length","slope","loss","is_best","relative_segment_squared_length","linearity","relative_linearity","n","n_breakpoints","true_gamma"
9,-1.35,-1.15630491464245,-0.478615,-0.487350648349626,-0.694370123325969,7.83372636741187e-08,0.99692799648646,4,1,0.0375940976437574,-0.0451,0.49688401,0,0.268603469914691,2.51257829192493,1,3162,1,0.375
9,-1.15630491464245,-0.8,-0.487366796822952,-0.60142,-0.617071446713075,0.000130541769184111,0.988011444196675,8,2,0.139961325353307,-0.3201,0.18481401,0,1,1.92123313086474,0.764646075722022,3162,1,0.375
9,-1.35,-1.12789760930127,-0.478563,-0.488917413454375,-0.882703567516198,2.31209984314663e-07,0.995929693759862,5,1,0.0494366858320743,-0.04662,0.4947434244,0,1,2.39037291426406,0.579438027240448,3162,2,0.375
9,-1.12789760930127,-0.964522512604096,-0.488891077119505,-0.556348654545769,-0.541039459375203,6.46404348520693e-08,0.999925067489934,3,2,0.0312419469730319,-0.4129,0.11363641,1,0.631958765989168,4.12532971929392,1,3162,2,0.375
9,-0.964522512604096,-0.8,-0.556360717708632,-0.59606,-0.419353962825469,4.04581258199612e-06,0.994461545299309,4,3,0.0286436901680148,-0.2413,0.25877569,0,0.579401504892768,2.25661139205479,0.547013583302384,3162,2,0.375
10,-3.25,-1.3625189994237,-0.45278,-0.542171100187293,-0.877143478693257,0.000869399739650564,0.967182542918476,38,1,3.57057529632919,-0.04736,0.3336679696,0,1,1.48389507405222,0.789289936028978,20000,1,0.3125
10,-1.3625189994237,-0.8,-0.542169338171737,-0.7098,-5.12648082284673,0.000424059708455484,0.986818586065332,12,2,0.344527663497626,-0.298,0.106929,0,0.0964907990742627,1.88003800164727,1,20000,1,0.3125
10,-3.25,-2.01754863767605,-0.4583925,-0.503142808965983,-1.2013990374612,3.53463205442467e-05,0.991816157413853,25,1,1.52093895064671,-0.03631,0.3465559161,0,1,2.08704273274471,0.932223447935838,20000,2,0.3125
10,-2.01754863767605,-1.26823827675569,-0.503120671631712,-0.562870679811501,-0.276825707227038,4.60873195307767e-05,0.989746194320688,15,2,0.56503608046009,-0.07974,0.2973084676,0,0.371504773560987,1.98911491716693,0.888481839556459,20000,2,0.3125
10,-1.26823827675569,-0.8,-0.562880922540019,-0.71356,-6.06618605195689,0.000123893363242071,0.994229406093991,10,3,0.241951268203328,-0.3218,0.09193024,1,0.159080197203477,2.23877948722049,1,20000,2,0.3125
11,-2.2,-1.27221921231597,0.49616,-0.415662958135869,-0.365133448658214,0.00755644278534209,0.994539564045664,19,1,1.69219829697925,-0.9828,0.05419584,0,1,2.26277268238609,1,10000,1,0.375
11,-1.27221921231597,-0.8,-0.415620806427025,-0.6293,-0.293410459220974,0.000765010280288963,0.982209613124343,10,2,0.268649782246308,-0.4525,0.08850625,0,0.158757861135941,1.74981460750144,0.773305520754418,10000,1,0.375
11,-2.2,-1.88573530565716,0.46196,0.220981832377907,-0.266421387513254,7.908436887368e-05,0.998082706150065,7,1,0.156832775380902,-0.7668,0.000282240000000001,1,0.265474555883296,2.71731132080717,1,10000,2,0.375
11,-1.88573530565716,-1.37127705244967,0.221166189279443,-0.349882471780865,-0.457276979451705,0.000680629104839428,0.997325003374918,10,2,0.590763867592067,-1.11,1000000.1296,0,1,2.57267676157144,0.946772915518286,10000,2,0.375
11,-1.37127705244967,-0.8,-0.35048179196502,-0.63732,-0.286160050800497,0.00196226224508618,0.978663162236644,12,3,0.408633628244303,-0.5021,0.06145441,0,0.69170382730054,1.67086994497192,0.614898238629351,10000,2,0.375
12,-2.7,-1.362828023038,-0.390645,-0.46104710458705,-16.3304250885604,0.000479948691736681,0.959434725438173,27,1,1.79298535230276,-0.05265,0.3275845225,0,1,1.3918455801993,0.58837348687206,5000,1,0.3125
12,-1.362828023038,-0.8,-0.460907914469762,-0.71328,-12.8038545690903,0.000311061763212311,0.995690585641991,12,2,0.380467053071742,-0.4484,0.03118756,0,0.212197524415413,2.36558174570153,1,5000,1,0.3125
12,-2.7,-1.82576602189429,-0.39549,-0.429847395339554,-16.4388619846625,1.9137933292118e-05,0.989869073472589,18,1,0.765465479089048,-0.0393,0.34304449,0,1,1.99435083427042,0.815643289082472,5000,2,0.3125
12,-1.82576602189429,-1.32198697555899,-0.429803390889009,-0.476075496294907,-16.0814324608244,1.10828370115233e-05,0.993677596158608,10,2,0.255934435265199,-0.09185,0.2842489225,0,0.334351374760592,2.1991177671983,0.899388220916258,5000,2,0.3125
12,-1.32198697555899,-0.8,-0.476058759984205,-0.71492,-12.5321719898224,0.000207454187915344,0.996411824070133,11,3,0.329525094635108,-0.4576,0.02802276,1,0.430489817812899,2.44512627145365,1,5000,2,0.3125
13,-1.55,-1.18726915496275,-0.33592,-0.461279780044873,-0.334288346013375,2.9982022370843e-05,0.997614404843371,8,1,0.147288740394334,-0.3456,0.00913936,0,0.952305517756917,2.62240325561956,0.855265786495215,10000,1,0.125
13,-1.18726915496275,-0.8,-0.461290813402585,-0.52976,-0.199864566112169,2.8193488674771e-06,0.999141352622285,8,2,0.154665427898876,-0.1768,0.00535824,0,1,3.06618515206352,1,10000,1,0.125
13,-1.55,-1.22422440294097,-0.3356,-0.449621458970659,-0.341033995408857,2.58087040704123e-05,0.996999512691465,7,1,0.119130632744962,-0.35,0.01,0,1,2.52280820587337,0,10000,2,0.125
13,-1.22422440294097,-1.13491344245792,-0.449575833055343,-0.470974739187082,-0.146362335030365,0,1,2,2,0.00843436084604022,-0.2396,0.00010816,1,0.0707992617154707,Inf,NA,10000,2,0.125
13,-1.13491344245792,-0.8,-0.470976656225618,-0.52962,-0.227608665583088,2.26769941277602e-06,0.998944985318384,7,3,0.115606055708056,-0.1751,0.00561001,0,0.970414183525311,2.97674149666925,0,10000,2,0.125
14,-2,-1.76099190589824,-0.23002,-0.2390401654714,-13.5532339996275,1.56495213338703e-07,0.996995030832867,5,1,0.0572062324312863,-0.03774,0.3448743076,0,0.05018785558948,2.52215997977192,1,10000,1,0.3125
14,-1.76099190589824,-0.8,-0.238679917545251,-0.7038,-15.905525349755,0.00351260537733015,0.991077121723791,20,2,1.13984213430465,-0.484,0.019881,0,1,2.049495031516,0.812595175545263,10000,1,0.3125
14,-2,-1.70281673874304,-0.2291,-0.244286064650231,-13.4397535673076,1.95441541700062e-06,0.9831957865316,6,1,0.0885485073308833,-0.0511,0.32936121,0,0.321504969796451,1.77458181014051,0.570801226525351,10000,2,0.3125
14,-1.70281673874304,-1.28785444444991,-0.244483477100143,-0.491469034663416,-15.9046992419541,4.94274913117719e-05,0.999070725896713,9,2,0.233195571329863,-0.5952,0.000888040000000003,1,0.846694511031299,3.03185616546082,0.975208473345307,10000,2,0.3125
14,-1.28785444444991,-0.8,-0.491365712775612,-0.6848,-16.2095862411806,2.52504863139728e-05,0.999221840397764,10,3,0.275418782443533,-0.3965,0.05221225,0,1,3.10893131912655,1,10000,2,0.3125
15,-2.75,-1.52703774699822,1.07425,-0.362730647277094,-0.755771080834589,0.0145150637687062,0.996776983261321,25,1,3.56055005291609,-1.175,1000000.180625,0,1,2.49173743898135,1,20000,1,0.375
15,-1.52703774699822,-0.8,-0.362499831457402,-0.64888,-0.321070371956231,0.00362726504208812,0.967668619620405,15,2,0.610597486494732,-0.3939,0.12680721,0,0.171489651155066,1.49037575290643,0.598127125912476,20000,1,0.375
15,-2.75,-1.7284457257496,1.083,-0.142865129100477,-0.842425361125282,0.0110848035276126,0.99601809817464,21,1,2.54631844998379,-1.2,1000000.2025,0,1,2.39990945179983,1,20000,2,0.375
15,-1.7284457257496,-1.35854837921889,-0.141846528700758,-0.451117700135084,-0.34582934776579,0.000284558810777801,0.994218654260701,7,2,0.232472704450821,-0.8361,0.00741320999999999,1,0.0912975768809676,2.23797105792471,0.932523123422982,20000,2,0.375
15,-1.35854837921889,-0.8,-0.451492196154391,-0.63626,-0.299882881851396,0.00049563115673074,0.987488583301686,12,3,0.346115433265981,-0.3308,0.17572864,0,0.135927787535053,1.90269351129578,0.792818874840815,20000,2,0.375
16,-2.25,-1.33053840963091,0.0747749999999998,-0.373830309941077,-0.937322565717147,0.00591614978886388,0.982859209232253,19,1,1.04665634027138,-0.4879,0.05659641,0,1,1.76596914634823,0.962444622549068,31622,1,0.125
16,-1.33053840963091,-0.8,-0.37382709166482,-0.5245,-0.603247330077863,0.000329249831254761,0.985374144069526,11,2,0.304173329399881,-0.284,0.001156,1,0.290614328406032,1.83487870883522,1,31622,1,0.125
16,-2.25,-2.03401896036505,0.0334499999999999,-0.000631808054394889,-2.27426281687337,1.1522429927176e-06,0.998233336376432,5,1,0.0478093791220496,-0.1578,0.00850084,0,0.0942606287660061,2.75284613319552,1,31622,2,0.125
16,-2.03401896036505,-1.4812786609981,-0.000303021948635074,-0.320339655282099,-0.429465742825413,0.000363881512717476,0.99604020692071,11,2,0.407945285219682,-0.579,0.108241,0,0.804301996659907,2.40232750772866,0.872670462311681,31622,2,0.125
16,-1.4812786609981,-0.8,-0.320702519859978,-0.52822,-0.596386580288279,0.000517034052059794,0.990175998845715,14,3,0.507204118495032,-0.3046,0.00298116,0,1,2.00771159517488,0.729322126276746,31622,2,0.125
17,-1.5,-1.07506721214723,-0.31485,-0.540106870840755,-0.491350949971958,9.68628290775719e-05,0.997707125918864,9,1,0.231308532053299,-0.5301,0.04835601,0,1,2.63961979497324,1,20000,1,0.375
17,-1.07506721214723,-0.8,-0.540324607834532,-0.62378,-0.331888474510513,1.0566064488882e-05,0.997383700548401,6,2,0.0826267736799394,-0.3034,0.19945156,0,0.357214552124261,2.58231254982241,0.978289583499881,20000,1,0.375
17,-1.5,-1.1161552273597,-0.31485,-0.519861493067186,-0.461530668093008,9.13316174391837e-05,0.99695959821183,8,1,0.189366521772923,-0.5341,0.04661281,1,1,2.51706902071527,0.727055575518455,20000,2,0.375
17,-1.1161552273597,-0.979977297534052,-0.519577701353028,-0.571774701855198,-0.348013443485727,1.82906188651984e-06,0.997510873811914,3,2,0.0212689554330214,-0.3833,0.13446889,0,0.112316344166293,2.60395308595451,0.752152044282728,20000,2,0.375
17,-0.979977297534052,-0.8,-0.571842397554904,-0.62256,-0.419300930402363,3.42079263639248e-07,0.999654859122606,4,3,0.0349641028254396,-0.2818,0.21921124,0,0.184637191928605,3.46200360119702,1,20000,2,0.375
18,-2.2,-1.81862149392199,0.0306799999999998,-0.312331828366563,-0.894210157994472,0.000785836128291097,0.990789451052038,8,1,0.263106679297668,-0.8994,0.42172036,0,0.239359384447032,2.03571448511628,1,31622,1,0.125
18,-1.81862149392199,-0.8,-0.312701941931211,-0.56094,-0.402864866365482,0.00260147325717615,0.977697365290694,21,2,1.09921188135363,-0.2437,3.969e-05,1,1,1.65164382878488,0.811333731159523,31622,1,0.125
18,-2.2,-1.88157638660234,0.03504,-0.265297152156676,-1.02029616813953,0.000342165627852517,0.99453579534088,7,1,0.191596002534806,-0.9432,0.48052624,0,0.549139760868439,2.26247304273391,0.698912428596693,31622,2,0.125
18,-1.88157638660234,-1.38106123113072,-0.265681151487649,-0.439309858920754,-0.394747323509201,0.000157538429505446,0.993692782353482,10,2,0.280662348901671,-0.3469,0.00938961,0,0.804415818292658,2.20016218231713,0.679663653491194,31622,2,0.125
18,-1.38106123113072,-0.8,-0.439280113072418,-0.54544,-0.377024753796845,6.91390209452267e-06,0.999420749783933,12,3,0.348902075915621,-0.1827,0.00452929,0,1,3.23713379554088,1,31622,2,0.125
19,-1.3,-1.0109944159047,-0.5678,-0.581094256868384,-0.433392926006537,1.50363568404231e-07,0.998378745051088,6,1,0.0837009649039479,-0.046,0.495616,0,1,2.79014868521369,1,5000,1,0.375
19,-1.0109944159047,-0.8,-0.581060093187083,-0.63748,-0.314041309118441,1.55636257991225e-05,0.991365738026596,5,2,0.0477018494277437,-0.2674,0.23290276,0,0.569907999059325,2.0637747784875,0.739664803321922,5000,1,0.375
19,-1.3,-1.00102373169574,-0.567757,-0.581542795731509,-0.433392926006537,1.50363568404231e-07,0.998378745051088,6,1,0.0895768571730893,-0.04611,0.4954611321,0,1,2.79014868521369,0,5000,2,0.375
19,-1.00102373169574,-0.915817361613782,-0.581562066167235,-0.60968868893129,-0.322757018433158,0,1,2,2,0.00805123241065567,-0.3301,0.17631601,1,0.0898807199174033,Inf,NA,5000,2,0.375
19,-0.915817361613782,-0.8,-0.609624257109222,-0.63566,-0.308230836241963,6.95308817532353e-07,0.997248037666471,3,3,0.0140915211590523,-0.2248,0.27583504,0,0.15731207371814,2.56035751464161,0,5000,2,0.375
20,-2.65,-1.26049915629116,0.194555,-0.442809037009243,-0.861976820803303,0.053026920214696,0.947712425383961,28,1,2.33694551034029,-0.4587,0.04355569,0,1,1.28160150265878,0.64622419512991,31622,1,0.125
20,-1.26049915629116,-0.8,-0.442475090846939,-0.54664,-0.338705997715241,0.000110840833619304,0.989605944716157,10,2,0.222909801243739,-0.2262,0.000566439999999999,0,0.0953851085775984,1.98321497758396,1,31622,1,0.125
20,-2.65,-2.22913082632966,0.096023,0.079179815669713,-1.50106537779171,1.12431929836317e-05,0.955546469173429,9,1,0.177414554204338,-0.04002,0.0440916004,0,0.246128123047065,1.35209373845987,0.616047311141079,31622,2,0.125
20,-2.22913082632966,-1.51052953458369,0.0795691159266225,-0.37257481683994,-0.679533204231,0.00144739313148655,0.993614260462574,14,2,0.720821952436587,-0.6292,0.14379264,0,1,2.19478879950866,1,31622,2,0.125
20,-1.51052953458369,-0.8,-0.37305919272641,-0.55126,-0.299957180019032,0.000352527807782301,0.992058464244442,15,3,0.536607747228679,-0.2508,6.40000000000037e-07,1,0.744438686162082,2.10009550441545,0.956855395328058,31622,2,0.125
21,-2.6,-2.11777888637025,-0.103934,-0.134270530258448,-14.9526716215316,1.45079323824385e-05,0.982534946859448,10,1,0.233457507498438,-0.06291,0.3159451681,0,0.115188254141238,1.75783008860558,0.790487257930115,31622,1,0.3125
21,-2.11777888637025,-0.8,-0.134251991251842,-0.67296,-14.5015968008917,0.0041126248534966,0.994025931762002,27,2,2.02674751205262,-0.4088,0.04674244,0,1,2.22372982103273,1,31622,1,0.3125
21,-2.6,-2.02974060656618,-0.10469,-0.137964635606864,-15.2777422959999,2.45862459895994e-05,0.980207111649237,12,1,0.32630297717428,-0.05835,0.3210922225,0,0.244551691506358,1.70349082513328,0.56772957078915,31622,2,0.3125
21,-2.02974060656618,-1.87653206370625,-0.137507961823267,-0.246163460419526,-17.5841755242841,2.51482494521621e-06,0.999001224551927,3,2,0.0352788749804631,-0.7092,0.00708964000000001,1,0.0264401772414892,3.00053214202919,1,31622,2,0.3125
21,-1.87653206370625,-0.8,-0.246629027218268,-0.6654,-13.8629270779337,0.00160192111803504,0.995240580800553,22,3,1.3342904118322,-0.389,0.055696,0,1,2.32244604178902,0.774011385933164,31622,2,0.3125
22,-2.15,-1.36902213572262,0.12591,-0.410934183904273,-0.268813043006427,0.000570585465530521,0.998581248906965,16,1,0.898128102283108,-0.6874,0.00391876,0,1,2.84809379087314,1,31622,1,0.375
22,-1.36902213572262,-0.8,-0.41090121017188,-0.624,-0.204517077910243,8.20160743224393e-05,0.998367246582714,12,2,0.369197285168538,-0.3745,0.14100025,0,0.411074193347264,2.78707939860574,0.978577112712045,31622,1,0.375
22,-2.15,-1.7863960485822,0.118205,-0.11402884377055,-0.320315277399696,7.20672573314055e-05,0.998287560596913,8,1,0.186140391679083,-0.6387,0.01238769,0,0.430003961556033,2.76638478764328,0.867901713894354,31622,2,0.375
22,-1.7863960485822,-1.41463976163315,-0.114171817088852,-0.390498265178081,-0.244402301631481,2.44027790778448e-05,0.999350528903074,7,2,0.214559042799755,-0.7433,4.48900000000005e-05,1,0.495654046708083,3.18744017134183,1,31622,2,0.375
22,-1.41463976163315,-0.8,-0.390549075032301,-0.62528,-0.19091348403137,0.00016097415826336,0.997574016745087,13,3,0.432880643716645,-0.3819,0.13549761,0,1,2.61511220112973,0.820442756743209,31622,2,0.375
23,-1.35,-1.17671592545309,-0.400855,-0.460932588645412,-0.323054047309165,9.5850077370871e-06,0.993661583106986,4,1,0.0336366871490245,-0.3467,0.00935089,0,0.232244371821797,2.1980191996075,1,5000,1,0.125
23,-1.17671592545309,-0.8,-0.460958936290026,-0.51498,-0.313959295395853,1.43936704468124e-05,0.993382082574838,8,2,0.144833163814339,-0.1434,0.01136356,0,1,2.17927865603686,0.99147389450739,5000,1,0.125
23,-1.35,-1.27028590682654,-0.399185,-0.432098949071323,-0.442571282123883,0,1,2,1,0.00743766469393689,-0.4129,0.02653641,0,0.067685305582768,Inf,NA,5000,2,0.125
23,-1.27028590682654,-1.12836062587004,-0.432079721406465,-0.468951909398965,-0.383166623832177,1.04397648873986e-06,0.996948198911255,3,2,0.0215023436219363,-0.2598,9.60399999999995e-05,1,0.195678718883746,2.51544377637764,0,5000,2,0.125
23,-1.12836062587004,-0.8,-0.468934889379587,-0.51438,-0.252749730951313,9.84770151658591e-06,0.992749979075758,7,3,0.109885958701063,-0.1384,0.01245456,0,1,2.13966074001251,0,5000,2,0.125
24,-3.05,-1.92916472927088,1.50885,-0.236290516525247,-2.40693574573344,0.0158011191860066,0.99743171626994,23,1,4.30178712652843,-1.557,1000000.651249,0,1,2.59035699945332,1,20000,1,0.375
24,-1.92916472927088,-0.8,-0.235411103473475,-0.6357,-0.695555854694746,0.0072282767497866,0.977775826241316,23,2,1.43524418651179,-0.3545,0.15642025,0,0.333639053792521,1.65317437608168,0.638203296468623,20000,1,0.375
24,-3.05,-2.12394755142929,1.5274,0.038307662698291,-2.36638252184083,0.00618614406708166,0.998323315365672,19,1,3.07496912651448,-1.608,1000000.736164,0,1,2.7755486156592,1,20000,2,0.375
24,-2.12394755142929,-1.74539703868423,0.0376268336375429,-0.325895223751536,-2.01942323647009,0.00113976309606676,0.988364995798416,8,2,0.275448776907935,-0.9603,0.04422609,1,0.0895777373934676,1.93423345554662,0.696883291697357,20000,2,0.375
24,-1.74539703868423,-0.8,-0.325494409260889,-0.62216,-0.538981737005882,0.000288267674118851,0.997949384131058,19,3,0.981786033481493,-0.3138,0.19027044,0,0.319283216542197,2.68811568610798,0.968498865752905,20000,2,0.375
25,-2.35,-1.42742820632667,0.411549999999999,-0.356952304129886,-0.679289845389271,0.00036370511359489,0.999632264328017,19,1,1.44173450593457,-0.833,0.00688899999999999,1,1,3.43446423960613,1,20000,1,0.375
