"dataset_id","x.start","x.end","y.start","y.end","RSS","r_squared","nb_points","leftmost","segment.squared_length","slope","loss","is_best","relative_segment_squared_length","linearity","relative_linearity","n","n_breakpoints","true_gamma"
6,-3.05,-1.35959503035793,-0.420426,-0.495953294043608,0.000441753194114329,0.973664153835251,34,1,2.86317333353615,-0.04468,0.3367713024,0,1,1.57945272329937,0.724892348529424,31622,1,0.3125
6,-1.35959503035793,-0.8,-0.495925982356509,-0.69212,0.000293021094689172,0.993375989850724,12,2,0.35163869056039,-0.3506,0.07529536,0,0.122814321592644,2.17887901079875,1,31622,1,0.3125
6,-3.05,-1.97498337279259,-0.424706,-0.462417583282436,2.27233979644981e-05,0.991704561431946,22,1,1.15708291228607,-0.03508,0.3480056064,0,1,2.08116064850026,0.832610595690037,31622,2,0.3125
6,-1.97498337279259,-1.31081365965489,-0.462393165234696,-0.508938178731385,3.32934808753446e-05,0.985405143026328,13,2,0.443287846130815,-0.07008,0.3079362064,0,0.38310810869638,1.83580015664371,0.734449146485865,31622,2,0.3125
6,-1.31081365965489,-0.8,-0.508961129741067,-0.69408,0.000114956326575179,0.996834521340985,11,3,0.295199591015967,-0.3624,0.06895876,1,0.255123974160793,2.49956061005382,1,31622,2,0.3125
7,-3.35,-1.2804296595942,-0.456076,-0.558395557629663,0.00157923991836677,0.959810133996828,42,1,4.29359068576089,-0.04944,0.3312693136,0,1,1.39588344178457,1,10000,1,0.3125
7,-1.2804296595942,-0.8,-0.558463347420174,-0.6889,0.000690641751892796,0.956571576218214,10,2,0.247826378154032,-0.2715,0.12496225,0,0.0577200754081926,1.36222593290567,0.975888023404112,10000,1,0.3125
7,-3.35,-1.92734819095619,-0.462908,-0.516285895875324,0.000171897022693986,0.976516700035151,29,1,2.02678736954369,-0.03752,0.3451327504,0,1,1.62924087438255,0.706644582470446,10000,2,0.3125
7,-1.92734819095619,-1.08124170644169,-0.51631948280841,-0.595506588694123,0.000181100542445915,0.980165886422048,17,2,0.722166780876052,-0.09359,0.2823965881,0,0.356311072255517,1.70258720415411,0.73845681317992,10000,2,0.3125
7,-1.08124170644169,-0.8,-0.595421810323018,-0.6992,2.96850683052035e-05,0.995052356400846,6,3,0.089866810094863,-0.369,0.065536,1,0.0443395352888426,2.30560159208564,1,10000,2,0.3125
8,-3.45,-1.52351035748167,-0.5414575,-0.650593138248663,0.000408472039304569,0.989805926973638,39,1,3.72327293026635,-0.05665,0.3230217225,0,1,1.99165225961993,1,3162,1,0.3125
8,-1.52351035748167,-0.8,-0.650590693838681,-0.76628,0.000330147629946973,0.981911190385365,15,2,0.536851252943342,-0.1599,0.21631801,0,0.144187993466527,1.74259001217863,0.874946920960575,3162,1,0.3125
8,-3.45,-2.11657817861635,-0.5451175,-0.611588577795975,3.48088195614494e-05,0.996581880397508,27,1,1.78243215792544,-0.04985,0.3307975225,0,1,2.46621274506947,1,3162,2,0.3125
8,-2.11657817861635,-1.28148545556671,-0.611529219430893,-0.681234409023847,6.34546702540181e-05,0.991127716683952,17,2,0.70223866954666,-0.08347,0.2932547409,0,0.393977782786408,2.05196459843781,0.832030652075808,3162,2,0.3125
8,-1.28148545556671,-0.8,-0.681190368354582,-0.77118,7.31830735678923e-05,0.989957880654953,10,3,0.239926377725958,-0.1869,0.19193161,1,0.134606176543182,1.99817462158075,0.810219891035584,3162,2,0.3125
9,-1.1,-0.976783213137638,-0.51458,-0.533826462107901,4.57325367986787e-07,0.996262032027289,3,1,0.0155528028683554,-0.1562,0.00879844,0,0.494357251095843,2.4273644240204,1,5000,1,0.125
9,-0.976783213137638,-0.8,-0.533845650647312,-0.54828,5.03888146975984e-07,0.993987195257065,4,2,0.0314606548885032,-0.08165,0.0283417225,0,1,2.22092289900542,0.914952397352413,5000,1,0.125
9,-1.1,-1.02242516397762,-0.51436,-0.527811476566281,0,1,2,1,0.00619879740571224,-0.1734,0.00586756,1,0.292859326791329,Inf,NA,5000,2,0.125
9,-1.02242516397762,-0.877726092797569,-0.527756570364339,-0.542877623302654,1.34492474430559e-07,0.997593633487072,3,2,0.021166467442333,-0.1045,0.02117025,0,1,2.61863822470213,0,5000,2,0.125
9,-0.877726092797569,-0.8,-0.542953434972188,-0.547952,0,1,2,3,0.00606633115391351,-0.06431,0.0344807761,0,0.286601019770584,Inf,NA,5000,2,0.125
10,-2.15,-1.72521984468304,-0.263051,-0.292301361495126,0.000255421979501244,0.740382883091629,9,1,0.181293763998696,-0.06886,0.3092916996,0,0.182130797425597,0.585666677303919,0.285111052356316,31622,1,0.3125
10,-1.72521984468304,-0.8,-0.292273792670393,-0.6656,0.00206794672281467,0.99117266466249,19,2,0.995404218074417,-0.4035,0.04906225,0,1,2.05417037488952,1,31622,1,0.3125
10,-2.15,-1.82878156948365,-0.266282,-0.279297770804523,7.05642755592549e-08,0.999388365831479,7,1,0.103350690393024,-0.04052,0.3416168704,0,0.271281229661528,3.2135082610201,0.980739167718182,31622,2,0.3125
10,-1.82878156948365,-1.36197834279636,-0.27926405816852,-0.422572648761519,0.000104673218694567,0.992651276926772,9,2,0.23844260458342,-0.307,0.101124,0,0.625878769934699,2.13378811811703,0.651216493958765,31622,2,0.3125
10,-1.36197834279636,-0.8,-0.422389436701895,-0.67764,3.90232532880647e-05,0.999471090538013,12,3,0.380972507836138,-0.4542,0.02917264,1,1,3.27661866355022,1,31622,2,0.3125
11,-1.9,-1.47712581953517,-0.14571,-0.424426372344367,0.00078869621740421,0.988040515463271,9,1,0.256505388716602,-0.6591,0.00116281,1,0.487193650754413,1.92228753838092,0.605533106185735,20000,1,0.3125
11,-1.47712581953517,-0.8,-0.424558846897005,-0.68532,5.6465762278647e-05,0.999330943916,14,2,0.526495754448784,-0.3851,0.05755201,0,1,3.17453747572854,1,20000,1,0.3125
11,-1.9,-1.46541828103177,-0.14571,-0.43214281097196,0.00078869621740421,0.988040515463271,9,1,0.27090502566268,-0.6591,0.00116281,0,1,1.92228753838092,0.514153157131942,20000,2,0.3125
11,-1.46541828103177,-1.21245250462665,-0.43227895678219,-0.523928457573763,1.99645925623427e-05,0.993952550966073,5,2,0.0723913150275882,-0.3623,0.06901129,0,0.26722027341688,2.21842778305329,0.593361620336343,20000,2,0.3125
11,-1.21245250462665,-0.8,-0.524353789169696,-0.68752,4.28520959295266e-06,0.999817503300821,9,3,0.196740280929519,-0.3956,0.05262436,0,0.726233411315493,3.73874498622912,1,20000,2,0.3125
12,-3.65,-2.65007853176485,3.18915,0.138389600414555,4.27118945806702,0.774487755403493,20,1,10.3069819583163,-3.051,1000005.885476,0,1,0.646829872338905,1,31622,1,0.3125
12,-2.65007853176485,-0.8,0.138827229869208,-0.26708,4.95385996579937,0.0834349980417058,38,2,3.58755125295727,-0.2194,0.16451136,1,0.348070004145357,0.0378367298389673,0.0584956438424087,31622,1,0.3125
12,-3.65,-2.4733512360964,3.17705,-0.372899320697169,4.41506165251607,0.855616288744541,24,1,13.9866424931142,-3.017,1000005.721664,0,1,0.840481799224077,0.911729156528681,31622,2,0.3125
12,-2.4733512360964,-1.62903157984284,-0.373078421943193,0.495726504341722,0.764902630856725,0.585388022812516,17,2,1.46769768187307,1.029,1000000.163216,0,0.10493566862781,0.382358156291119,0.414770527629502,31622,2,0.3125
12,-1.62903157984284,-0.8,0.495853748807437,-0.8364,0.358143899225255,0.880285898672274,17,3,2.46219341158818,-1.607,1000000.964324,0,0.176038918046297,0.921854690294351,1,31622,2,0.3125
13,-1.4,-1.1323748424158,-0.41606,-0.48433117769973,1.29850494698427e-06,0.999544058684828,6,1,0.0762841786764783,-0.2551,2.60099999999999e-05,1,0.667719735687106,3.34109105237295,1,20000,1,0.125
13,-1.1323748424158,-0.8,-0.484337129121561,-0.54576,5.8051084297745e-06,0.997576608335804,7,2,0.114245804937875,-0.1848,0.00425104,0,1,2.61557639029796,0.782850975713545,20000,1,0.125
13,-1.4,-1.15171774415429,-0.41608,-0.47946645991741,1.29586762486059e-06,0.999205318520896,5,1,0.0656619218686957,-0.2553,2.80900000000003e-05,0,0.936748841926926,3.09980690855914,0,20000,2,0.125
13,-1.15171774415429,-0.891866391935257,-0.479484696341082,-0.530207680294238,6.2276021701698e-07,0.999626662923581,6,2,0.0700955463511721,-0.1952,0.00300304,0,1,3.42789887778163,0,20000,2,0.125
13,-0.891866391935257,-0.8,-0.530263389002777,-0.54442,0,1,2,3,0.00863984360212902,-0.1541,0.00919681,0,0.123258096296792,Inf,NA,20000,2,0.125
14,-2.05,-1.6303803781679,0.12555,-0.357432184728742,0.00202883179061473,0.989892980380466,9,1,0.40935241779186,-1.151,1000000.160801,0,0.541249825355681,1.9953768912551,1,10000,1,0.375
14,-1.6303803781679,-0.8,-0.357125626314148,-0.61554,0.00106463642815177,0.98933504839567,17,2,0.756309560973723,-0.3112,0.19254544,0,1,1.97204111096187,0.988305076401606,10000,1,0.375
14,-2.05,-1.82369798264029,0.14375,-0.162889233522407,7.66104540503248e-05,0.998334701822136,5,1,0.145240222596284,-1.355,1000000.366025,0,0.232075945846946,2.77850799314451,1,10000,2,0.375
14,-1.82369798264029,-1.55768942627188,-0.162552652968269,-0.385787033472639,9.40982574161934e-05,0.994676538227844,5,2,0.120594140700375,-0.8392,0.00795663999999999,1,0.192694549528702,2.27380586025951,0.818354982555291,10000,2,0.375
14,-1.55768942627188,-0.8,-0.385381634233182,-0.61284,0.000445057221316359,0.994221441672488,16,3,0.625830574841521,-0.3002,0.20232004,0,1,2.23818049869067,0.805533222943031,10000,2,0.375
15,-3.3,-1.18584060990087,-0.446448,-0.550972040246501,0.00162082511020863,0.961591505700075,43,1,4.48059520173376,-0.04944,0.3312693136,0,1,1.41557271782965,0.677728066734261,10000,1,0.3125
15,-1.18584060990087,-0.8,-0.551401810647177,-0.71168,0.000150576272342891,0.991847385739044,8,2,0.174562074230898,-0.4154,0.04393216,0,0.0389595726396688,2.08870310573209,1,10000,1,0.3125
15,-3.3,-1.96830118130625,-0.453976,-0.502290033142209,8.86992695088511e-05,0.983632287173501,27,1,1.77575598950879,-0.03628,0.3465912384,0,1,1.78601200331427,0.658071450259087,10000,2,0.3125
15,-1.96830118130625,-1.12659359377,-0.50222731707023,-0.569866938804643,9.8728002834574e-05,0.985139502326419,17,2,0.713046781344471,-0.08036,0.2966327296,0,0.401545474466744,1.82796664594081,0.673529998391527,10000,2,0.3125
15,-1.12659359377,-0.8,-0.569622862584939,-0.71352,2.64715742209091e-05,0.998068072832384,7,3,0.127369761647852,-0.4406,0.03400336,1,0.0717270629525427,2.71400925022823,1,10000,2,0.3125
16,-1.6,-1.42835174239444,-0.0906800000000005,-0.256354898240884,2.2204410687541e-05,0.998096803046749,4,1,0.056911296246151,-0.9652,0.11573604,0,0.104669806123131,2.72051626621413,0.999200870712416,3162,1,0.3125
16,-1.42835174239444,-0.8,-0.256849194995573,-0.64272,0.000325586166649884,0.998106314076844,13,2,0.543722190324896,-0.6141,0.00011881,1,1,2.7226920491717,1,3162,1,0.3125
16,-1.6,-1.38295421930235,-0.0929600000000004,-0.293597119676906,6.34517195846653e-05,0.997039650793856,5,1,0.087364124710896,-0.9244,0.08964036,0,0.496822297129339,2.52865705605051,1,3162,2,0.3125
16,-1.38295421930235,-1.15263641260856,-0.293417678666171,-0.419585773173028,1.16428948071382e-05,0.9969698849091,4,2,0.068964680151728,-0.5478,0.00595984000000001,0,0.392188337342757,2.51854087565818,0.995999386168984,3162,2,0.3125
16,-1.15263641260856,-0.8,-0.419278468486389,-0.6462,0.000146073576987413,0.996661030172324,8,3,0.175845820961921,-0.6435,0.000342249999999999,0,1,2.47638750539392,0.979329126291948,3162,2,0.3125
17,-1.85,-1.32996064379314,-0.2906,-0.463253066260677,0.000284129215031756,0.990715667866978,11,1,0.300250013293258,-0.332,0.006724,0,1,2.03224933170615,0.784764776232176,31622,1,0.125
17,-1.32996064379314,-0.8,-0.463114391447994,-0.54918,1.86999164188989e-05,0.9974274052986,11,2,0.288265572945067,-0.1624,0.00767376,0,0.960085129666639,2.58962862918417,1,31622,1,0.125
17,-1.85,-1.77017421327996,-0.27976,-0.32369611301071,0,1,2,1,0.00830253825196301,-0.5504,0.09024016,0,0.0319763548696317,Inf,NA,31622,2,0.125
17,-1.77017421327996,-1.30298935261749,-0.323216168096492,-0.467576290041195,6.93492756833631e-05,0.995180058973537,9,2,0.239101538840099,-0.309,0.003481,1,0.920874487271209,2.31695827546205,0,31622,2,0.125
17,-1.30298935261749,-0.8,-0.467585425940705,-0.54912,1.86999164188989e-05,0.9974274052986,11,3,0.259646175613595,-0.1621,0.00772641,0,1,2.58962862918417,0,31622,2,0.125
18,-2.3,-1.76678540593578,-0.0416400000000001,-0.111597754741225,2.37071795681838e-06,0.999499485610748,11,1,0.289211890771502,-0.1312,0.38291344,0,0.240048181073499,3.30058343250459,1,10000,1,0.375
18,-1.76678540593578,-0.8,-0.111176165768924,-0.63092,0.00322945682504335,0.993323709685419,20,2,1.20480767435163,-0.5376,0.04511376,0,1,2.17546478654054,0.659115223422705,10000,1,0.375
18,-2.3,-1.71612845775013,-0.0413800000000001,-0.119268463736133,8.32359150171655e-06,0.998694181971842,12,1,0.346972590632416,-0.1334,0.38019556,0,1,2.88411733980922,1,10000,2,0.375
18,-1.71612845775013,-1.2408887951695,-0.119591326751944,-0.416568591898579,0.000181122446113446,0.997756334665295,10,2,0.314048232903724,-0.6249,0.01565001,1,0.905109629355212,2.64904192198371,0.918493115872651,10000,2,0.375
18,-1.2408887951695,-0.8,-0.41615488589653,-0.61116,6.69344065827391e-05,0.997724055515103,9,3,0.232409924232522,-0.4423,0.09467929,0,0.669822143037049,2.64283833550945,0.916342167855166,10000,2,0.375
19,-3.25,-1.32485390477956,-0.4416575,-0.533852746500107,0.000849600441524611,0.970875451056738,39,1,3.71468745141974,-0.04789,0.3330559521,0,1,1.53574079190479,0.955147140565269,31622,1,0.3125
19,-1.32485390477956,-0.8,-0.533854416490476,-0.67546,0.000506038452883701,0.975331531513867,11,2,0.29552376264342,-0.2698,0.12616704,0,0.079555485221367,1.6078578123533,1,31622,1,0.3125
19,-3.25,-2.02124197659264,-0.447395,-0.492539569779986,4.70535276325544e-05,0.989426825712444,25,1,1.51188431226857,-0.03674,0.3460498276,0,1,1.97579460885055,1,31622,2,0.3125
19,-2.02124197659264,-1.22253655723721,-0.492559057308218,-0.554259050953426,8.33316721907241e-05,0.983892073954298,16,2,0.641737236123557,-0.07725,0.3000300625,0,0.424461865842523,1.79296037298175,0.907462934127972,31622,2,0.3125
19,-1.22253655723721,-0.8,-0.554262700992128,-0.67908,0.000284722025026868,0.978696344709825,9,3,0.194116500333495,-0.2954,0.10863616,1,0.128393752589591,1.67154587373706,0.846011962098384,31622,2,0.3125
20,-1.2,-1.00009851981046,0.0131999999999998,-0.140824090486043,1.11330339246895e-07,0.999984946557036,4,1,0.0636840222320232,-0.7705,0.02117025,0,1,4.82236415858997,1,5000,1,0.3125
20,-1.00009851981046,-0.8,-0.140827568235352,-0.28794,9.72490269624021e-06,0.999279782657642,5,2,0.0616814852100437,-0.7352,0.01214404,0,0.968555110814397,3.14253642531433,0.651658879746068,5000,1,0.3125
20,-1.2,-0.972407568291499,0.0134399999999998,-0.162648264412868,7.4091778981791e-07,0.999950557666959,5,1,0.0828053918349246,-0.7737,0.02211169,0,1,4.30590104433601,0,5000,2,0.3125
20,-0.972407568291499,-0.872046851083991,-0.162747055608379,-0.232026058696721,0,1,2,2,0.0148718538273198,-0.6903,0.00426409,1,0.179600065862467,Inf,NA,5000,2,0.3125
20,-0.872046851083991,-0.8,-0.232031220745531,-0.28982,0,1,2,3,0.0085302917588406,-0.8021,0.03136441,0,0.103016139043772,Inf,NA,5000,2,0.3125
21,-2.3,-1.31347768072648,-0.4312811,-0.4405968302609,8.10905560717104e-06,0.948134411573326,20,1,0.973313069255096,-0.009443,0.057867670249,0,1,1.28512069057268,0.896855913576373,3162,1,0.125
21,-1.31347768072648,-0.8,-0.44052805216179,-0.56366,0.000605743243884732,0.963095245136591,11,2,0.278820805182678,-0.2398,0.00010404,1,0.286465695355419,1.43291767509011,1,3162,1,0.125
21,-2.3,-2.03973674283099,-0.429843,-0.434681293950772,4.21846243251741e-08,0.997214585105031,6,1,0.0677603721205778,-0.01859,0.0535505881,0,0.129544628593446,2.55511010635189,1,3162,2,0.125
21,-2.03973674283099,-1.31652246949363,-0.434652650449731,-0.439846052146566,8.28440192023099e-07,0.972681196741414,14,2,0.52306585658007,-0.007181,0.058961066761,0,1,1.56353832949915,0.611926008829234,3162,2,0.125
21,-1.31652246949363,-0.8,-0.439929564062378,-0.56374,0.000605743243884732,0.963095245136591,11,3,0.282124485538859,-0.2397,0.00010609,0,0.539367045257851,1.43291767509011,0.560804668075925,3162,2,0.125
22,-1.15,-0.859863978573377,-0.57261865,-0.573648342740043,1.16677949970912e-08,0.979270833293474,6,1,0.0841799711964087,-0.003549,0.060738095401,0,1,1.68341815579477,0,10000,1,0.125
22,-0.859863978573377,-0.8,-0.573639999272457,-0.57496,0,1,2,2,0.00358543833255443,-0.02205,0.0519612025,1,0.0425925345613256,Inf,NA,10000,1,0.125
22,-1.15,-1.02744199996113,-0.5726779,-0.572978657332095,2.30608446569164e-10,0.992397367871296,3,1,0.0150205538285,-0.002454,0.061279022116,0,0.501902950529753,2.1190360233682,0,10000,2,0.125
22,-1.02744199996113,-0.854449004091482,-0.572981986336178,-0.573776370173212,5.69177366902099e-13,0.999994600633016,3,2,0.0299272076656372,-0.004592,0.060225086464,0,1,5.26765715343337,0,10000,2,0.125
22,-0.854449004091482,-0.8,-0.573759399459783,-0.57496,0,1,2,3,0.00296613548821138,-0.02205,0.0519612025,0,0.0991116685977066,Inf,NA,10000,2,0.125
23,-2.25,-1.76863594073019,-0.3125325,-0.335074778895605,2.47079893923347e-06,0.994567668596095,10,1,0.232219511894521,-0.04683,0.3342805489,0,0.214228481146128,2.26501374342253,1,10000,1,0.3125
23,-1.76863594073019,-0.8,-0.334980575758234,-0.71672,0.00491670065647642,0.981315087572243,20,2,1.08398057369469,-0.3941,0.05331481,0,1,1.7285089332562,0.76313397138348,10000,1,0.3125
23,-2.25,-1.66598348691889,-0.311995,-0.341067342021177,7.03797020044161e-06,0.992119590872333,12,1,0.341920488622011,-0.04978,0.3308780484,0,0.775149190651753,2.10345123463283,0.894131038491852,10000,2,0.3125
23,-1.66598348691889,-1.43176458048332,-0.341447619370741,-0.494907846867332,5.54047740202163e-05,0.994863596159749,5,2,0.0784085375551831,-0.6552,0.00091204,1,0.177755695983687,2.2893408379965,0.973148636505913,10000,2,0.3125
23,-1.43176458048332,-0.8,-0.494578746549261,-0.69946,0.000213488227585595,0.995558894499696,13,3,0.441102813168805,-0.3243,0.09042049,0,1,2.35250890985818,1,10000,2,0.3125
24,-2.35,-1.43191179224369,0.646799999999999,-0.333718205883734,0.00185017150747081,0.998862586693113,19,1,1.80430190929064,-1.068,1000000.101124,0,1,2.94408169513266,1,10000,1,0.375
24,-1.43191179224369,-0.8,-0.334271472221918,-0.63424,0.000179102070787169,0.99825613733727,13,2,0.489293630833988,-0.4747,0.07579009,0,0.271181684348133,2.75848772076064,0.936960317820372,10000,1,0.375
24,-2.35,-1.4863704434799,0.648199999999999,-0.277610884589552,0.00171625286052969,0.998768253516529,18,1,1.6029818049196,-1.072,1000000.103684,0,1,2.90947866892414,0,10000,2,0.375
24,-1.4863704434799,-1.35021243148592,-0.277718303157959,-0.37530275035404,0,1,2,2,0.0280617285647157,-0.7167,0.00110889,1,0.0175059557623133,Inf,NA,10000,2,0.375
24,-1.35021243148592,-0.8,-0.375125900711817,-0.6318,6.64064080853078e-05,0.999147066659849,12,3,0.36861531300705,-0.4665,0.08037225,0,0.229956018138047,3.06908490920256,0,10000,2,0.375
25,-1.75,-0.929075868901621,0.4727,-0.146605164500617,0.000452010615977402,0.999222024046666,17,1,1.05745531579676,-0.7544,0.01674436,0,1,3.10903382652666,0.787273320869551,5000,1,0.3125
25,-0.929075868901621,-0.8,-0.146342613720346,-0.278,5.87089289643515e-07,0.999887569588965,3,2,0.0339942472946985,-1.02,1000000.156025,0,0.0321472186927206,3.94911620159147,1,5000,1,0.3125
25,-1.75,-1.3498987821376,0.47785,0.164730786900888,0.000238594322943292,0.99742372655497,9,1,0.25812462614678,-0.7826,0.02483776,0,1,2.58900804295619,0.723013609425493,5000,2,0.3125
25,-1.3498987821376,-0.975599150084921,0.164687163626219,-0.104658851598891,9.69455258107061e-06,0.999737491471861,7,2,0.212647490472419,-0.7196,0.00894916,1,0.823817136887586,3.58085658306407,1,5000,2,0.3125
25,-0.975599150084921,-0.8,-0.105034793681701,-0.27728,1.04275571917377e-05,0.99914530573551,4,3,0.0605034726101798,-0.9809,0.12666481,0,0.234396359283345,3.06818921040711,0.856831079166461,5000,2,0.3125
26,-2,-1.40256362470532,-0.34324,-0.377132565570467,1.45055264819591e-06,0.998752665254386,12,1,0.358078928526188,-0.05673,0.3229307929,0,0.775605959611106,2.90401697983049,1,5000,1,0.3125
26,-1.40256362470532,-0.8,-0.377124095166056,-0.69112,0.000177395356104734,0.998567444904606,13,2,0.461676350070507,-0.5211,0.01079521,0,1,2.84388866627833,0.979294778932158,5000,1,0.3125
26,-2,-1.38924970857876,-0.34284,-0.378831514673453,7.14986777321592e-06,0.995482798372717,13,1,0.374311307599615,-0.05893,0.3204352449,0,1,2.34513052408064,0.764544574539175,5000,2,0.3125
26,-1.38924970857876,-0.990914710618092,-0.378524709523985,-0.596573287407656,5.28030457580297e-05,0.998323463667054,8,2,0.206215952917419,-0.5474,0.00602176,1,0.550920981361322,2.7755870303492,0.904879273637311,5000,2,0.3125
26,-0.990914710618092,-0.8,-0.596521933975773,-0.68524,2.31570721057382e-06,0.99914366474923,4,3,0.044319321969469,-0.4647,0.02569609,0,0.118402305967405,3.06735617801507,1,5000,2,0.3125
27,-2.5,-1.51268754244656,0.732,-0.365891452799424,0.0085385377913007,0.995861606093515,20,1,2.18015153097024,-1.112,1000000.131044,0,1,2.38316817406879,1,10000,1,0.375
