"dataset_id","x.start","x.end","y.start","y.end","avg_log_p_value","RSS","r_squared","nb_points","leftmost","segment.squared_length","slope","loss","is_best","relative_segment_squared_length","linearity","relative_linearity","n","n_breakpoints","true_gamma"
9,-3.05,-2.02358486102573,-0.4233835,-0.46087844502673,-11.7022469404403,2.15731055806148e-05,0.991668510336245,21,1,1.05493390841812,-0.03653,0.3462969409,0,1,2.07927734014088,0.740241287559334,5000,2,0.3125
9,-2.02358486102573,-1.32610757694439,-0.460887031165199,-0.505630198939017,-14.0415977079766,2.55872975043335e-05,0.989196435831538,14,2,0.488476512871913,-0.06415,0.3145527225,0,0.463039920296414,1.9664329442041,0.700067675636823,5000,2,0.3125
9,-1.32610757694439,-0.8,-0.506065734983853,-0.71472,-12.9894358340771,6.72804668448749e-05,0.998447321124163,11,3,0.320325784827731,-0.3966,0.05216656,1,0.303645358511663,2.8089183555223,1,5000,2,0.3125
10,-1.85,-1.51162732209393,-0.21049,-0.225581421434611,-0.508835609478206,3.44560596320414e-06,0.975856757441126,7,1,0.114723820154241,-0.0446,0.04218916,0,0.187572867212769,1.6172044023888,0.865350520359624,3162,1,0.125
10,-1.51162732209393,-0.8,-0.225500266589586,-0.54986,-0.656963339783133,0.0019936092122667,0.986474390696768,15,2,0.611622682208654,-0.4558,0.04235364,0,1,1.86884316163202,1,3162,1,0.125
10,-1.85,-1.47794492723679,-0.210836,-0.226253962215307,-0.65150717717945,5.54834951249324e-06,0.970148297950444,8,1,0.138662690727708,-0.04144,0.0434972736,0,0.612356706958366,1.52503090173205,0.585319693105579,3162,2,0.125
10,-1.47794492723679,-1.05888481072744,-0.225865629146605,-0.451319971828638,-0.527089221536405,7.556273527448e-05,0.997519533218428,8,2,0.22644104188302,-0.538,0.082944,0,1,2.60546658466345,1,3162,2,0.125
10,-1.05888481072744,-0.8,-0.451611211213951,-0.5285,-0.664588028894602,1.60144937873827e-05,0.995867019791665,6,3,0.0729332310663676,-0.297,0.002209,1,0.32208485908683,2.38373667442584,0.914898194610218,3162,2,0.125
11,-2.2,-1.31643716501465,0.6678,-0.320906812348605,-0.679311544923308,0.00108332134287083,0.999285935322579,18,1,1.75822444415188,-1.119,1000000.136161,0,1,3.14626244960367,1,5000,1,0.375
11,-1.31643716501465,-0.8,-0.321152468353543,-0.61924,-0.475751248135671,0.000941572561138506,0.98982673104617,11,2,0.355563521931449,-0.5772,0.02985984,0,0.202228744523548,1.99253947377411,0.633303643828284,5000,1,0.375
11,-2.2,-1.37626082200889,0.6688,-0.257082836062012,-0.7035754132732,0.000916771281589563,0.999288879950655,17,1,1.53580525947171,-1.124,1000000.139876,0,1,3.14805707667253,1,5000,2,0.375
11,-1.37626082200889,-1.08451914329799,-0.256824556645477,-0.470962948819278,-0.292737413116461,6.61021114742513e-05,0.997173446527039,6,2,0.130968458099834,-0.734,0.000256,1,0.0852767349845415,2.54874279410898,0.809624073526323,5000,2,0.375
11,-1.08451914329799,-0.8,-0.471098426531605,-0.60744,-0.623944172294794,9.35155290031048e-05,0.990690324503039,6,3,0.0995401675588582,-0.4792,0.07333264,0,0.0648130138537866,2.03106545675609,0.645180632780301,5000,2,0.375
12,-1.8,-0.963648802951323,-0.10086,-0.541867986203768,-0.401023751507078,0.000522334369365027,0.998161710025985,17,1,0.893971368700257,-0.5273,0.04959529,0,1,2.73558598142559,0.579345643169719,20000,1,0.375
12,-0.963648802951323,-0.8,-0.542135607677888,-0.59992,-0.260793624216242,2.95160978863529e-08,0.999981026596512,4,2,0.0301199667034366,-0.3531,0.15752961,0,0.0336923169555508,4.72185475747886,1,20000,1,0.375
12,-1.8,-1.39730968755358,-0.10854,-0.304730720223897,-0.253381918552813,0.000107033538454428,0.997002967215354,9,1,0.200650286440169,-0.4872,0.06906384,0,1,2.52330850626594,0.779500582908422,20000,2,0.375
12,-1.39730968755358,-1.02206559009477,-0.304760741938066,-0.519663036552726,-0.600809378170983,1.33090834917018e-05,0.999420682750426,7,2,0.186991128908321,-0.5727,0.03143529,1,0.931925551793714,3.23708353988798,1,20000,2,0.375
12,-1.02206559009477,-0.8,-0.519668125205504,-0.6005,-0.274895071662616,3.18330887614865e-06,0.999039929895055,5,3,0.0558469182869312,-0.364,0.148996,0,0.27832962154073,3.01769705333621,0.932227116214814,20000,2,0.375
13,-1.45,-1.31819512326589,-0.41606,-0.45628684837925,-0.72030299982754,1.40870806539799e-06,0.996977899134729,3,1,0.0189907248614204,-0.3052,0.00304704,0,0.0690228810353661,2.51969104479529,1,31622,1,0.125
13,-1.31819512326589,-0.8,-0.456375185159582,-0.53768,-0.524452206785567,3.30482996414433e-05,0.995143170234641,11,2,0.275136658692788,-0.1569,0.00866761,0,1,2.31364711852837,0.918226511662004,31622,1,0.125
13,-1.45,-1.27634946899279,-0.416965,-0.465291942779306,-0.837216125110411,7.28229847421538e-06,0.992535282872698,4,1,0.03249000031748,-0.2783,0.00080089,1,0.268598245534751,2.12698664505611,0.517432154734924,31622,2,0.125
13,-1.27634946899279,-0.932066579132851,-0.465326756040232,-0.514628065868176,-0.526904702543185,9.6559005772647e-06,0.993319148845005,7,2,0.120961327401063,-0.1432,0.01140624,0,1,2.17516820393625,0.52915328513684,31622,2,0.125
13,-0.932066579132851,-0.8,-0.514629630122319,-0.53996,-0.297561951959972,1.4257756207951e-08,0.999922492815028,3,3,0.0180832089619936,-0.1918,0.00338724,0,0.149495788038407,4.11065803621297,1,31622,2,0.125
14,-1.95,-1.44421394655893,-0.21885,-0.420658635322987,-18.5532546696679,0.0004846890893126,0.989052130357927,11,1,0.296546257146419,-0.399,0.051076,0,0.601819062726854,1.96067038244072,0.580492661902455,31622,1,0.3125
14,-1.44421394655893,-0.8,-0.420944203929295,-0.69976,-6.60860726467418,3.57359200945902e-05,0.999580817819834,13,2,0.492749857079572,-0.4328,0.03694084,0,1,3.37759718790414,1,31622,1,0.3125
14,-1.95,-1.73067408128394,-0.20815,-0.318470937114178,-17.9758215357736,2.23497765320512e-05,0.996491020469025,5,1,0.0602745677863935,-0.503,0.014884,1,0.0915939113164613,2.4548191651589,0.722828417792002,31622,2,0.3125
14,-1.73067408128394,-1.54346951874134,-0.318728944473425,-0.375676572398885,-18.8723581541678,9.87029867608155e-07,0.999149222494253,4,2,0.0382885805631044,-0.3042,0.10291264,0,0.0581837577825293,3.07018400120835,0.904024327095431,31622,2,0.3125
14,-1.54346951874134,-0.8,-0.375275555069406,-0.6998,-8.30861036743815,5.35585454627148e-05,0.999598329301706,15,3,0.658063040654985,-0.4365,0.03553225,0,1,3.39612984870954,1,31622,2,0.3125
15,-2.4,-1.42157283575619,0.64748,-0.323804645944833,-1.47131549401673,0.00496914255010661,0.996975946690377,20,1,1.90071357917837,-0.9927,0.05890329,0,1,2.51941055712888,1,3162,1,0.375
15,-1.42157283575619,-0.8,-0.323772713699259,-0.58906,-0.42179670432173,0.000426536966543212,0.994879194568857,13,2,0.456730134422799,-0.4268,0.10445824,0,0.240294034527933,2.29066172519783,0.909205416606762,3162,1,0.375
15,-2.4,-1.43663595190068,0.647,-0.309138817738571,-1.47131549401673,0.00496914255010661,0.996975946690377,20,1,1.84227172795681,-0.9925,0.05880625,1,1,2.51941055712888,0.713154680951073,3162,2,0.375
15,-1.43663595190068,-1.06289998157675,-0.308703568013506,-0.485966538738149,-0.292719093444222,5.63208833650348e-05,0.996444094104956,7,2,0.171100736304101,-0.4743,0.07601049,0,0.0928748640646302,2.4490497408975,0.693238059855332,3162,2,0.375
15,-1.06289998157675,-0.8,-0.486031486610263,-0.58036,-0.57238725034549,1.64536148174329e-06,0.999706754558899,6,3,0.0780142687513715,-0.3588,0.15303744,0,0.0423467763020463,3.53276873085788,1,3162,2,0.375
16,-1.85,-1.09006292136692,-0.28527,-0.541976745162254,-16.3419903902206,0.00135764959612065,0.98619579364352,16,1,0.643402716493177,-0.3378,0.08248384,0,1,1.85998855714564,0.65811660309241,20000,1,0.3125
16,-1.09006292136692,-0.8,-0.542144011226792,-0.685,-9.5624688129495,1.58540514591098e-05,0.998507994234217,6,2,0.104544331880283,-0.4925,0.01755625,1,0.162486618723178,2.82622949855054,1,20000,1,0.3125
16,-1.85,-1.5392875536568,-0.271135,-0.405642418021973,-17.3657483114738,0.000231560426882093,0.982655440902135,7,1,0.114634469815516,-0.4329,0.03690241,0,0.61457309270913,1.76083673553355,0.583767966229047,20000,2,0.3125
16,-1.5392875536568,-1.18897655765459,-0.405640238624353,-0.496230662190523,-15.4378780341037,2.45591869603756e-05,0.994780607080037,7,2,0.130924418761956,-0.2586,0.13424896,0,0.701906024245331,2.28238000788715,0.756674544822235,20000,2,0.3125
16,-1.18897655765459,-0.8,-0.496318810931661,-0.684,-11.1526593377729,2.35624585967379e-05,0.999036902709407,8,3,0.18652699113492,-0.4825,0.02030625,0,1,3.01632983890497,1,20000,2,0.3125
17,-1.75,-1.52607215298996,-0.329925,-0.427311220664666,-0.458611472805798,2.34782577424255e-05,0.995058734923945,5,1,0.059627756641898,-0.4349,0.03418801,0,0.110682461763864,2.30616184759208,1,20000,1,0.125
17,-1.52607215298996,-0.8,-0.427641321357486,-0.5351,-0.3713118353828,0.000121298783765123,0.992155237862883,15,2,0.538728138963074,-0.148,0.010404,0,1,2.10542022022285,0.912954232774757,20000,1,0.125
17,-1.75,-1.51686983273756,-0.329925,-0.431313309742434,-0.458611472805798,2.34782577424255e-05,0.995058734923945,5,1,0.06462926424024,-0.4349,0.03418801,0,0.335701366793863,2.30616184759208,0.660228878245917,20000,2,0.125
17,-1.51686983273756,-1.08201438815428,-0.431581007496798,-0.49006906479325,-0.396274822282379,6.68706642201573e-05,0.97592363259892,9,2,0.19252011053004,-0.1345,0.01334025,0,1,1.61840903804022,0.463332781627625,20000,2,0.125
17,-1.08201438815428,-0.8,-0.490126330992726,-0.53852,-0.333867355033432,4.1393992088931e-07,0.99967861419273,6,3,0.0818740623260168,-0.1716,0.00614656,1,0.425275375650907,3.49297330604358,1,20000,2,0.125
18,-2.9,-1.51238506224145,-0.405728,-0.464951405543535,-18.6769585929657,0.000186766758300328,0.978046116169235,28,1,1.92898262725483,-0.04268,0.3390965824,0,1,1.65848863819804,0.577169623867919,10000,1,0.3125
18,-1.51238506224145,-0.8,-0.465448808630422,-0.72148,-8.93958248189764,0.000121163358294792,0.998661820603478,15,2,0.573044447858882,-0.3594,0.07054336,0,0.297070818452311,2.87348566108458,1,10000,1,0.3125
18,-2.9,-2.0617946372017,-0.408989,-0.437144318136395,-18.8826799419095,6.02834787233018e-06,0.994789421352583,17,1,0.70338095216319,-0.03359,0.3497657881,0,1,2.28311404456498,0.778821700578279,10000,2,0.3125
