"dataset_id","x.start","x.end","y.start","y.end","avg_log_p_value","RSS","r_squared","nb_points","leftmost","segment.squared_length","slope","loss","is_best","relative_segment_squared_length","linearity","relative_linearity","n","n_breakpoints","true_gamma"
1,-1.1,-1.00018382122673,-0.5275504,-0.528262688251726,-0.162284894247688,0,1,2,1,0.0099637768994518,-0.007136,0.058982922496,0,0.247138963777963,Inf,NA,10000,1,0.125
1,-1.00018382122673,-0.8,-0.528225687679287,-0.543812,-0.311716857046278,3.37801374864487e-07,0.99777603154951,5,2,0.0403164954126924,-0.07786,0.0296321796,0,1,2.65287137800506,0,10000,1,0.125
1,-1.1,-0.98867941148446,-0.5274735,-0.528265545987288,-0.155214196906056,7.15395094323952e-13,0.999997173675107,3,1,0.012392900764292,-0.007115,0.058993123225,0,1,5.54877791637965,0,10000,2,0.125
1,-0.98867941148446,-0.887289478456626,-0.528353343319699,-0.537608216406479,-0.448709174039266,0,1,2,2,0.0103655711952413,-0.09128,0.0251920384,1,0.836412022688655,Inf,NA,10000,2,0.125
1,-0.887289478456626,-0.8,-0.537531941777876,-0.54352,-0.260046567465033,0,1,2,3,0.00765530989050126,-0.0686,0.03290596,0,0.617717355775067,Inf,NA,10000,2,0.125
2,-2.55,-1.52575908779592,0.0708299999999999,-0.21247503631565,-3.18932003316812,0.00523364512150612,0.965687831800627,21,1,1.12933118983447,-0.2766,0.22410756,0,1,1.46455183783798,0.515921053996232,10000,1,0.375
2,-1.52575908779592,-0.8,-0.21208811397221,-0.60828,-0.526206987476928,0.000302836771017591,0.998550270646577,15,2,0.683694264072617,-0.5459,0.04165681,1,0.605397486784042,2.83871306761727,1,10000,1,0.375
2,-2.55,-2.16461197788593,0.0999449999999997,-0.0641917586183822,-5.98788827412318,1.31911894299169e-05,0.999295320589928,8,1,0.175464803118743,-0.4259,0.10504081,0,0.194818936157174,3.15200841790664,1,10000,2,0.375
2,-2.16461197788593,-1.63652008972755,-0.0640484515296702,-0.157890380055415,-1.65998848022892,0.000138356520948022,0.984352438402851,11,2,0.287687349888115,-0.1777,0.32752729,0,0.319419863442073,1.80555333015657,0.57282630334969,10000,2,0.375
2,-1.63652008972755,-0.8,-0.158152535923979,-0.60636,-0.512108590187109,0.000505046926261337,0.99828428737297,17,3,0.900655791371244,-0.5358,0.04588164,0,1,2.76555545247027,0.877394691194057,10000,2,0.375
3,-2.95,-1.2633940193819,-0.408703,-0.495833064958731,-1.48896969819736,0.000782114203489351,0.965413392502473,34,1,2.85223138207646,-0.05166,0.3287187556,0,1,1.46109203461356,0.661830966994447,31622,1,0.3125
3,-1.2633940193819,-0.8,-0.495781189343679,-0.69796,-9.97577129036739,0.000244899254975417,0.993800614550502,10,2,0.255610288677314,-0.4363,0.03560769,0,0.0896176552447951,2.20765136035984,1,31622,1,0.3125
3,-2.95,-1.92519126332432,-0.414808,-0.453504777896873,-0.3708913530766,2.95810177131784e-05,0.989334262102817,21,1,1.05173038738639,-0.03776,0.3448508176,0,1,1.9720090929957,0.705519275202137,31622,2,0.3125
